# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  3 10:09:50 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and soltype like '%Published Confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1634 b,TOI-1634,0,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,0.98934360000,0.00000200000,-0.00000200000,0,0.0149000000,0.0001700000,-0.0001700000,0,1.74900000,0.07900000,-0.07900000,0,0.15603560,0.00704792,-0.00704792,0,10.14000000,0.95000000,-0.95000000,0,0.03190401,0.00298903,-0.00298903,0,Mass,0.000000,,,0,,,,,920.00,25.00,-25.00,0,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,,3472.00,70.00,-70.00,0,0.450000,0.016000,-0.016000,0,0.451000,0.015000,-0.015000,0,0.1900,0.1200,-0.1200,0,[Fe/H],4.787000,0.027000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.27360000,0.05270000,-0.05260000,13.2170000,0.0430000,-0.0430000,8.6000000,0.0140000,-0.0140000,12.1965000,0.0002680,-0.0002680,2021-07-12,2021-10,2021-07-12
TOI-1634 b,TOI-1634,0,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,0.98934300000,0.00001500000,-0.00001500000,0,0.0154500000,0.0001400000,-0.0001400000,0,1.79000000,0.08000000,-0.08100000,0,0.15969338,0.00713713,-0.00722635,0,4.91000000,0.68000000,-0.70000000,0,0.01544859,0.00213952,-0.00220245,0,Mass,0.160000,,,1,121.0000,12.0000,-11.0000,0,924.00,22.00,-22.00,0,0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,M2,3550.00,69.00,-69.00,0,0.450000,0.013000,-0.013000,0,0.502000,0.014000,-0.014000,0,0.2300,0.0700,-0.0800,0,[Fe/H],4.833000,0.028000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.27360000,0.05270000,-0.05260000,13.2170000,0.0430000,-0.0430000,8.6000000,0.0140000,-0.0140000,12.1965000,0.0002680,-0.0002680,2021-07-12,2021-08,2021-07-12
TOI-1669 c,TOI-1669,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.68005350000,0.00000620000,-0.00000620000,0,0.0376000000,0.0007000000,-0.0007000000,0,2.29639770,0.10169388,-0.09022874,0,0.20487123,0.00907254,-0.00804968,0,13.00000000,,,1,0.04090257,,,1,Mass,0.000000,,,0,,,,,1285.16,21.75,-21.31,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5497.00,73.00,-72.00,0,1.056100,0.018800,-0.018300,0,0.986700,0.032200,-0.030900,0,0.2740,0.0590,-0.0600,0,[Fe/H],4.382000,0.024000,-0.023000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h03m49.55s,45.9564744,+83d35m14.74s,83.5874273,111.27600000,0.37100000,-0.36800000,10.2180000,0.0040000,-0.0040000,8.4620000,0.0210000,-0.0210000,10.0089000,0.0002410,-0.0002410,2024-07-22,2024-06,2024-07-22
TOI-1670 b,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,10.98462000000,0.00046000000,-0.00051000000,0,0.1030000000,0.0020000000,-0.0020000000,0,2.06000000,0.19000000,-0.15000000,0,0.18378121,0.01695069,-0.01338213,0,41.31769291,,,1,0.13000000,,,1,Mass,0.590000,0.170000,-0.260000,0,,,,,1062.00,14.00,-13.00,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,61.00,-61.00,0,1.316000,0.019000,-0.019000,0,1.210000,0.020000,-0.020000,0,0.0900,0.0700,-0.0700,0,[Fe/H],4.290000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.06700000,0.69000000,-0.68400000,9.8890000,0.0040000,-0.0040000,8.7240000,0.0180000,-0.0180000,9.8193400,0.0003700,-0.0003700,2022-03-16,2022-03,2022-03-16
TOI-1670 c,TOI-1670,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUBIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...5L/abstract target=ref>Lubin et al. 2023</a>,40.75014500000,0.00002500000,-0.00002500000,0,,,,,10.87271128,0.25780656,-0.25780656,0,0.97000000,0.02300000,-0.02300000,0,183.70481925,18.75187601,-17.48056238,0,0.57800000,0.05900000,-0.05500000,0,Mass,0.067000,0.019000,-0.018000,0,,,,,,,,,0,<a refstr=LUBIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...5L/abstract target=ref>Lubin et al. 2023</a>,,6330.00,68.00,-70.00,0,1.308000,0.031000,-0.029000,0,1.219000,0.059000,-0.070000,0,0.0170,0.0540,-0.0480,0,[Fe/H],4.290000,0.030000,-0.034000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.06700000,0.69000000,-0.68400000,9.8890000,0.0040000,-0.0040000,8.7240000,0.0180000,-0.0180000,9.8193400,0.0003700,-0.0003700,2025-04-07,2023-12,2025-04-07
TOI-1670 c,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,40.74976000000,0.00002200000,-0.00021000000,0,0.2490000000,0.0050000000,-0.0050000000,0,11.06326395,0.28022452,-0.28022452,0,0.98700000,0.02500000,-0.02500000,0,200.23189641,28.60455663,-25.42627256,0,0.63000000,0.09000000,-0.08000000,0,Mass,0.090000,0.050000,-0.040000,0,,,,,684.00,9.00,-9.00,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,61.00,-61.00,0,1.316000,0.019000,-0.019000,0,1.210000,0.020000,-0.020000,0,0.0900,0.0700,-0.0700,0,[Fe/H],4.290000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.06700000,0.69000000,-0.68400000,9.8890000,0.0040000,-0.0040000,8.7240000,0.0180000,-0.0180000,9.8193400,0.0003700,-0.0003700,2022-03-16,2022-03,2022-03-16
TOI-1694 b,TOI-1694,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.77010700000,0.00008500000,-0.00008500000,0,0.0450000000,0.0008000000,-0.0008000000,0,5.34222660,0.14825442,-0.11897869,0,0.47660235,0.01322640,-0.01061459,0,31.30000000,2.70000000,-2.50000000,0,0.09848081,0.00849515,-0.00786588,0,Mass,0.000000,,,0,,,,,943.19,14.16,-13.41,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5058.00,60.00,-56.00,0,0.803600,0.012900,-0.012000,0,0.853000,0.022700,-0.024900,0,0.1310,0.0540,-0.0550,0,[Fe/H],4.558000,0.019000,-0.023000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m59.69s,97.7487104,+66d21m38.14s,66.3605956,124.68000000,0.59000000,-0.58400000,11.4460000,0.0150000,-0.0150000,9.4250000,0.0200000,-0.0200000,11.3103000,0.0005420,-0.0005420,2024-07-22,2024-06,2024-07-22
TOI-1694 b,TOI-1694,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,3.77015000000,0.00010000000,-0.00010000000,0,,,,,5.44000000,0.18000000,-0.18000000,0,0.48532513,0.01605855,-0.01605855,0,26.10000000,2.20000000,-2.20000000,0,0.08211978,0.00692197,-0.00692197,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,,5066.40,100.00,-100.00,0,,,,,0.840000,0.030000,-0.030000,0,0.1200,0.0600,-0.0600,0,[Fe/H],4.530000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m59.69s,97.7487104,+66d21m38.14s,66.3605956,124.68000000,0.59000000,-0.58400000,11.4460000,0.0150000,-0.0150000,9.4250000,0.0200000,-0.0200000,11.3103000,0.0005420,-0.0005420,2023-02-07,2023-02,2023-02-07
TOI-1694 b,TOI-1694,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,3.77017900000,0.00005800000,-0.00006000000,0,,,,,5.45850000,0.46820000,-0.79190000,0,0.48697559,0.04177008,-0.07064871,0,,,,,,,,,,,,,,,,,,1136.57,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5135.00,50.00,-50.00,0,0.818300,0.047700,-0.047700,0,0.845000,0.108900,-0.108900,0,0.0600,0.0800,-0.0800,0,[M/H],4.658000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m59.69s,97.7487104,+66d21m38.14s,66.3605956,124.68000000,0.59000000,-0.58400000,11.4460000,0.0150000,-0.0150000,9.4250000,0.0200000,-0.0200000,11.3103000,0.0005420,-0.0005420,2023-05-26,2023-01,2023-05-26
TOI-1736 b,TOI-1736,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,7.07309100000,0.00000800000,-0.00000800000,0,0.0740000000,0.0020000000,-0.0020000000,0,3.05000000,0.19000000,-0.19000000,0,0.27210324,0.01695069,-0.01695069,0,11.90000000,1.60000000,-1.60000000,0,0.03744159,0.00503416,-0.00503416,0,Mass,0.160000,,,1,329.6000,46.0000,-46.0000,0,1186.00,41.00,-41.00,0,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,,5670.00,110.00,-110.00,0,1.380000,0.070000,-0.070000,0,1.060000,0.080000,-0.080000,0,0.1300,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.94820000,0.32190000,-0.31980000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2024-07-12,2023-10,2024-07-12
TOI-1736 b,TOI-1736,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.07307600000,0.00001700000,-0.00001700000,0,0.0730000000,0.0010000000,-0.0010000000,0,3.18175535,0.12195694,-0.09508409,0,0.28385769,0.01088029,-0.00848285,0,12.30000000,1.50000000,-1.40000000,0,0.03870013,0.00471953,-0.00440489,0,Mass,0.000000,,,0,,,,,1099.79,20.73,-19.21,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5636.00,86.00,-80.00,0,1.428600,0.026700,-0.024900,0,1.037300,0.036800,-0.033100,0,0.1480,0.0610,-0.0580,0,[Fe/H],4.142000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.94820000,0.32190000,-0.31980000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2024-07-22,2024-06,2024-07-22
TOI-1736 b,TOI-1736,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,7.07308800000,0.00000700000,-0.00000700000,0,0.0740000000,0.0009000000,-0.0009000000,0,2.44000000,0.18000000,-0.18000000,0,0.22300000,0.01600000,-0.01600000,0,12.80000000,1.80000000,-1.80000000,0,0.04000000,0.00600000,-0.00600000,0,Mass,0.210000,,,1,,,,,1076.00,39.00,-39.00,0,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,,5807.00,46.00,-46.00,0,1.150000,0.080000,-0.080000,0,1.080000,0.040000,-0.040000,0,0.1380,0.0140,-0.0140,0,[Fe/H],4.350000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.94820000,0.32190000,-0.31980000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2023-11-28,2023-11,2023-11-28
TOI-1749 b,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,2.38839000000,0.00031000000,-0.00066000000,0,0.0291000000,0.0005000000,-0.0005000000,0,1.39000000,0.21000000,-0.19000000,0,0.12400771,0.01873498,-0.01695069,0,57.00000000,,,1,0.17934206,,,1,Mass,0.140000,,,1,,,,,831.00,18.00,-18.00,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.55610000,0.11720000,-0.11720000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
TOI-1749 c,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.49290000000,0.00380000000,-0.00270000000,0,0.0443000000,0.0008000000,-0.0008000000,0,2.12000000,0.12000000,-0.12000000,0,0.18913406,0.01070570,-0.01070570,0,14.00000000,,,1,0.04404893,,,1,Mass,0.019000,,,1,,,,,673.00,15.00,-15.00,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.55610000,0.11720000,-0.11720000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
TOI-1749 d,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,9.04970000000,0.00490000000,-0.00320000000,0,0.0707000000,0.0012000000,-0.0012000000,0,2.52000000,0.15000000,-0.15000000,0,0.22481973,0.01338213,-0.01338213,0,15.00000000,,,1,0.04719528,,,1,Mass,0.062000,,,1,,,,,533.00,12.00,-12.00,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.55610000,0.11720000,-0.11720000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
